                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.0141,                0.49801,                0.81002,                0.87753,                0.74243,                0.80208,                0.51601,                0.99602,                0.52043,                0.82397,             0.00081688,             0.00081688,             0.00081688
                     37,                0.99429,                0.48757,                0.81025,                0.87281,                0.73454,                0.79579,                0.49079,                 1.0157,                0.51747,                0.83128,              0.0008045,              0.0008045,              0.0008045
                     38,                 1.0453,                 0.4997,                 0.8155,                0.87843,                0.74223,                0.80042,                0.48828,                 1.0583,                0.52647,                0.83023,             0.00079213,             0.00079213,             0.00079213
                     39,                 1.0753,                0.51002,                0.81929,                0.85886,                0.71147,                0.76729,                0.47782,                 1.0615,                0.52683,                0.83309,             0.00077975,             0.00077975,             0.00077975
                     40,                 1.0095,                0.48857,                0.81318,                0.89112,                0.70656,                0.79353,                0.49559,                 1.0136,                0.52444,                0.83154,             0.00076738,             0.00076738,             0.00076738
                     41,                0.99279,                0.48448,                 0.8114,                0.92204,                0.69484,                 0.7826,                0.50278,                0.98858,                0.52726,                0.82556,               0.000755,               0.000755,               0.000755
                     42,                0.97732,                0.48038,                0.81012,                0.93737,                0.66193,                0.77927,                0.49713,                0.96052,                0.50709,                0.82334,             0.00074263,             0.00074263,             0.00074263
                     43,                0.99356,                0.48296,                0.80766,                0.90696,                0.68496,                0.77337,                0.47524,                0.99224,                0.52983,                0.82646,             0.00073025,             0.00073025,             0.00073025
                     44,                0.97125,                0.47503,                0.80747,                0.91603,                0.74691,                0.80399,                0.52485,                0.95624,                 0.4958,                0.82322,             0.00071788,             0.00071788,             0.00071788
                     45,                0.99001,                0.48618,                0.80797,                0.89407,                0.71422,                0.79417,                0.50767,                0.94955,                 0.5167,                 0.8228,              0.0007055,              0.0007055,              0.0007055
                     46,                0.97797,                0.48365,                0.81079,                 0.8199,                0.71694,                0.76022,                0.46412,                0.98473,                0.53865,                0.82215,             0.00069313,             0.00069313,             0.00069313
                     47,                0.96182,                0.47301,                0.80843,                0.84749,                0.77329,                0.78663,                0.50731,                0.94966,                0.50379,                0.82139,             0.00068075,             0.00068075,             0.00068075
                     48,                0.96468,                0.47617,                 0.8057,                0.89363,                0.77615,                0.81101,                0.52765,                 0.9389,                0.49038,                0.82279,             0.00066838,             0.00066838,             0.00066838
                     49,                0.96941,                0.47127,                 0.8088,                0.88521,                0.71889,                0.79129,                0.50231,                 1.0167,                0.52509,                0.83301,               0.000656,               0.000656,               0.000656
                     50,                0.94492,                0.46204,                0.80533,                0.90478,                0.75038,                0.81294,                0.52517,                0.96598,                0.49112,                  0.825,             0.00064362,             0.00064362,             0.00064362
                     51,                0.95737,                0.45883,                0.80538,                0.94257,                0.71512,                0.80747,                0.51784,                0.98765,                0.50533,                0.82689,             0.00063125,             0.00063125,             0.00063125
